시설명,대표자,연락처,주소,지도자,시설면적,운동종류,장애종류,강의명,시간,요일,강사명,기간,차량지원,장애 지원시설,수강료
거제시장애인복지관,윤숙이,055-633-2942,경상남도 거제시 양정1길 45 성우샤인빌 601호(양정동),0명,5005 ㎡,기타종목,"청각/언어, 지적/자폐",[12월] 씨름반,15:00 ~ 16:00,수,"한유란,,조아현,,이다현",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여","25,000"
거제시장애인복지관,윤숙이,055-633-2942,경상남도 거제시 양정1길 45 성우샤인빌 601호(양정동),0명,5005 ㎡,탁구,"지체, 청각/언어, 지적/자폐",[12월] 탁구반,14:00 ~ 16:00,"월,수",이상도,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여","25,000"
거제시체육회 수영장,김환중,055-682-7331,경남 거제시 장승로 145 거제문화예술회관 별관2층,명, ㎡,수영,기타,[12월] 수영,10:00 ~ 10:50,"월,화,수,목,금",박동인,2020.12.01 ~ 2020.12.10,미지원,,"65,000"
거제시체육회 수영장,김환중,055-682-7331,경남 거제시 장승로 145 거제문화예술회관 별관2층,명, ㎡,수영,기타,[12월] 수영강습,16:00 ~ 16:50,"화,수,목,금",신수철,2020.12.01 ~ 2020.12.10,미지원,,"65,000"
건강나눔평생교육원,고영아,061-272-7727,전남 목포시 수문로 57 4층,3명,605 ㎡,골프,"지체, 시각, 지적/자폐",[12월] 그라운드골프교실,09:00 ~ 18:00,"수,금",고영아,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
건강나눔평생교육원,고영아,061-272-7727,전남 목포시 수문로 57 4층,3명,605 ㎡,기타종목,"지체, 지적/자폐",[12월] 뉴스포츠교실,09:00 ~ 18:00,"월,수",김형건,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
건강나눔평생교육원,고영아,061-272-7727,전남 목포시 수문로 57 4층,3명,605 ㎡,기타종목,"지체, 청각/언어, 지적/자폐",[12월] 댄스스포츠교실,09:00 ~ 18:00,"화,목",도순애,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
건강나눔평생교육원,고영아,061-272-7727,전남 목포시 수문로 57 4층,3명,605 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐",[12월] 라인댄스교실,09:00 ~ 18:00,"화,목",도순애,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
건강나눔평생교육원,고영아,061-272-7727,전남 목포시 수문로 57 4층,3명,605 ㎡,기타종목,"지체, 시각, 청각/언어",[12월] 웨이트트레이닝교실,09:00 ~ 18:00,"월,수",김형건,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
건강나눔평생교육원,고영아,061-272-7727,전남 목포시 수문로 57 4층,3명,605 ㎡,기타종목,"지체, 시각, 청각/언어",[12월] 재활필라테스교실,09:00 ~ 18:00,"화,목",도순애,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
건강활동지원협동조합,강양훈,061-272-1333,전라남도 목포시 영산로 413-1 영신관 1층(상동),5명,176 ㎡,헬스,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 오전반) 소도구를 이용한 신체기능개선 운동프로그램,11:00 ~ 11:50,"월,화,수,목,금",하주호,2020.12.01 ~ 2020.12.10,미지원,"장애인전용 주차구역,주출입구 단차없음","80,000"
건강활동지원협동조합,강양훈,061-272-1333,전라남도 목포시 영산로 413-1 영신관 1층(상동),5명,176 ㎡,헬스,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 오후반) 소도구를 이용한 신체기능개선 운동프로그램,15:00 ~ 15:50,"월,화,수,목,금",하주호,2020.12.01 ~ 2020.12.10,미지원,"장애인전용 주차구역,주출입구 단차없음","80,000"
검수원검도관,박유일,02-312-6343,서울특별시 서대문구 북아현로4길 2 지층(북아현동),2명,88 ㎡,검도,"지체, 청각/언어, 지적/자폐",[12월] 검도교실,15:00 ~ 16:00,"월,화,수,목,금","박유일,,이수정",2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"130,000"
검수원검도관,박유일,02-312-6343,서울특별시 서대문구 북아현로4길 2 지층(북아현동),2명,88 ㎡,검도,"지체, 청각/언어, 지적/자폐",[12월] 검도교실,16:30 ~ 17:30,"월,화,수,목,금","박유일,,이수정",2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"130,000"
검수원검도관,박유일,02-312-6343,서울특별시 서대문구 북아현로4길 2 지층(북아현동),2명,88 ㎡,검도,"지체, 청각/언어, 지적/자폐",[12월] 검도교실,18:30 ~ 19:30,"월,화,수,목,금","박유일,,이수정",2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"130,000"
경남태권도체육관,최미진,055-355-8905,경상남도 밀양시 가곡7길 9 경남태권도체육관(가곡동),1명,218 ㎡,태권도,"지체, 청각/언어",[12월] 태권도,16:00 ~ 22:00,"월,화,수,목,금",이형철,2020.12.01 ~ 2020.12.10,지원,장애인전용 주차구역,"80,000"
경산수영장,경산시장,053-810-5467,경상북도 경산시 장산로 201 (상방동),0명,3791 ㎡,수영,"지체, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 경산수영장 수영,08:00 ~ 21:00,"월,화,수,목,금,토","윤웅진,외,9인",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","60,000"
경원태권도장,이기훈,031-844-3989,경기도 의정부시 태평로145번길 42 경원태권도장(의정부동),1명,165 ㎡,태권도,"지적/자폐, 기타",[12월] 경원태권도,18:30 ~ 19:30,"월,화,수,목,금",노재동,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
경주시장애인종합복지관(경주시장애인체육관),유병윤,054-777-0545,경상북도 경주시 유림로5번길 99-11 장애인체육관 2층(황성동),1명,130061 ㎡,농구,"지적/자폐, 뇌병변",[12월] 농구교실,16:00 ~ 18:00,월,이진길,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여","80,000"
경주시장애인종합복지관(경주시장애인체육관),유병윤,054-777-0545,경상북도 경주시 유림로5번길 99-11 장애인체육관 2층(황성동),1명,130061 ㎡,배드민턴,"지체, 청각/언어, 뇌병변, 기타",[12월] 휠스배드민턴 교실,10:00 ~ 12:00,화,이진길,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여","80,000"
경희대 수덕태권도,오상무,044-862-8808,세종특별자치시 조치원읍 충현로 159 욱일아파트 상가2층 경희대수덕태권도(욱일아파트),2명,100 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 태권도,15:30 ~ 14:30,"월,화,수,목,금","오상무관장님,,오세열사범님",2020.12.01 ~ 2020.12.10,지원,"장애인용 엘리베이터,장애인전용 주차구역","120,000"
경희대대한민국태권도,심선보,031-855-1952,경기도 의정부시 백석로68번길 27 호원프라자 3층 경희대석사 대한민국태권도,2명,45 ㎡,태권도,"지체, 청각/언어, 지적/자폐",[12월] 태권도,14:00 ~ 20:55,"월,화,수,목,금",심선보,2020.12.01 ~ 2020.12.10,지원,"장애인전용 주차구역,주출입구 단차없음","130,000"
경희대웅비태권도,이준호,02-222-4747,충청북도 청주시 상당구 교서로 60 1층,1명,82 ㎡,기타종목,지적/자폐,[12월] 음악줄넘기,14:00 ~ 20:00,"월,화,수,목,금",정두리,2020.12.01 ~ 2020.12.10,지원,,"80,000"
경희대웅비태권도,이준호,02-222-4747,충청북도 청주시 상당구 교서로 60 1층,1명,82 ㎡,태권도,지적/자폐,[12월] 태권도,14:00 ~ 20:00,"월,화,수,목,금",정두리,2020.12.01 ~ 2020.12.10,지원,,"80,000"
계명대 도복사랑 태권도,서범길,054-7933-9279,"경상북도 구미시 문장로 111 도량 롯데캐슬 상가 2층(도량동, 도량 롯데캐슬 골드파크)",2명,165 ㎡,태권도,"지체, 청각/언어, 지적/자폐","[12월] 태권도, 줄넘기, 학교체육",14:00 ~ 17:30,"월,화,수,목,금,토","서범길,관장,,박민지,사범",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","130,000"
계명대효신태권도,최영곤,053-643-2626,대구광역시 달서구 상화북로 196 상가 105동 201호(상인동.제림아파트),1명,160116 ㎡,태권도,"지체, 청각/언어, 지적/자폐",[12월] 태권도 ,04:00 ~ 10:00,"월,화,수,목,금",최영곤,2020.12.01 ~ 2020.12.10,지원,주출입구 단차없음,"130,000"
계명대효신태권도,최영곤,053-643-2626,대구광역시 달서구 상화북로 196 상가 105동 201호(상인동.제림아파트),1명,160116 ㎡,태권도,"지체, 청각/언어, 지적/자폐",[12월] 태권도교실,04:00 ~ 10:00,"월,화,수,목,금",최영곤,2020.12.01 ~ 2020.12.10,지원,주출입구 단차없음,"130,000"
계명석사태권도장,김성종,054-463-5998,경상북도 구미시 박정희로 155 201동 401호 402호(사곡동),2명,165 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 태권도,10:00 ~ 18:00,"월,화,수,목,금","김성종,,박선아",2020.12.01 ~ 2020.12.10,지원,"장애인전용 주차구역,청각장애인 편의서비스","130,000"
계명태권스쿨,이영식,054-832-0364,의성군 의성읍 군청길 19-1 ,명, ㎡,태권도,지체,[12월] 태권도,18:30 ~ 19:30,"월,화,수,목,금",최찬영,2020.12.01 ~ 2020.12.10,지원,,"130,000"
고당산체육관,곽영호,02-973-1405,부산광역시 강서구 공항로1309번길 160-1 고당산,2명,166 ㎡,태권도,지적/자폐,[12월] 태권도,14:30 ~ 15:30,"월,화,수,목,금",곽영호,2020.12.01 ~ 2020.12.10,지원,,"80,000"
고려대강호체육관,신동규,043-838-5557,충청북도 증평군 증평읍 장동길 20 고려대강호체육관,2명,99 ㎡,태권도,"지체, 청각/언어, 지적/자폐, 기타","[12월] 태권도,스트레칭,요가",09:00 ~ 12:00,"월,화,수,목,금",신동규,2020.12.01 ~ 2020.12.10,지원,,"80,000"
고려연수체육관,이동규,043-852-3500,충청북도 충주시 연수동산로 7 금영빌딩 4층 고려연수체육관(연수동),1명,120 ㎡,태권도,"지체, 청각/언어",[12월] 태권도 수련,20:00 ~ 21:00,"화,목","이동규,,이동규",2020.12.01 ~ 2020.12.10,지원,,"80,000"
고봉산업서문목욕탕(시민헬스),권희동,053-521-9094,대구광역시 중구 달성공원로 2 시민사우나헬스(대신동),3명,270 ㎡,기타종목,지체,[12월] 다이어트댄스,08:30 ~ 09:20,"월,화,수,목,금",전혜경,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
고봉산업서문목욕탕(시민헬스),권희동,053-521-9094,대구광역시 중구 달성공원로 2 시민사우나헬스(대신동),3명,270 ㎡,헬스,지체,[12월] 헬스,06:00 ~ 22:00,"월,화,수,목,금","권형중,,,김경호",2020.12.01 ~ 2020.12.10,미지원,,"80,000"
고봉산업서문목욕탕(시민헬스),권희동,053-521-9094,대구광역시 중구 달성공원로 2 시민사우나헬스(대신동),3명,270 ㎡,헬스,"지체, 청각/언어, 지적/자폐",[12월] 헬스+사우나,06:00 ~ 21:00,"월,화,수,목,금,토,일",김경호,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
고양시 덕양행신장애인주간보호센터,선경석,031-839-6100,경기도 고양시 덕양구 서정마을2로 13 행신종합사회복지관 1층 고양시덕양행신장애인주간보호센터,2명,583 ㎡,기타종목,"시각, 지적/자폐",[12월] 실내조정교실,17:30 ~ 18:20,"화,목",박범열,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","49,000"
골드짐헬스클럽,김형욱,053-631-0103,대구광역시 달서구 상화북로 180 쌍봉빌딩 7층 골드짐 헬스클럽(상인동),1명,300 ㎡,헬스,"시각, 청각/언어",[12월] 헬스,13:00 ~ 02:00,"화,금",김형욱,2020.12.01 ~ 2020.12.10,미지원,"장애인전용 주차구역,주출입구 단차없음","80,000"
골든샤크플레잉센터,권도한,044-862-9848,세종특별자치시 연기면 조뱅이길 76-19 1동,2명,199 ㎡,배드민턴,"지적/자폐, 뇌병변",[12월] 특수체육교실,13:30 ~ 20:30,"월,화,수,목,금",장재원,2020.12.01 ~ 2020.12.10,지원,,"80,000"
골든샤크플레잉센터,권도한,044-862-9848,세종특별자치시 연기면 조뱅이길 76-19 1동,2명,199 ㎡,기타종목,"지적/자폐, 뇌병변",[12월] 특수체육교실,13:30 ~ 20:30,"월,화,수,목,금","나민균,,김승재",2020.12.01 ~ 2020.12.10,지원,,"80,000"
골든태권도장,정은재,051-554-5550,부산광역시 동래구 금강로 15 4층 골든태권도장(온천동),2명,223 ㎡,태권도,"지적/자폐, 기타",[12월] 태권도,14:00 ~ 21:00,"월,화,수",정은재,2020.12.01 ~ 2020.12.10,지원,,"80,000"
골든태권도장,정은재,051-554-5550,부산광역시 동래구 금강로 15 4층 골든태권도장(온천동),2명,223 ㎡,태권도,지적/자폐,[12월] 태권도수업,14:00 ~ 21:00,"월,화,수",정은재,2020.12.01 ~ 2020.12.10,지원,,"80,000"
곰돌이발달지원센터,한용철,02-2642-2144,서울특별시 양천구 은행정로 5 에벤에셀프라자314호(신정동),4명,148 ㎡,헬스,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 헬스,10:30 ~ 20:00,"월,화,수,목,금","한용철,,최영진,,김규태",2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역","80,000"
곰두리탁구클럽,유정화,053-474-9161,대구광역시 남구 대봉로 162 지하 곰두리탁구클럽(이천동),1명,218 ㎡,탁구,"지체, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 주말 오후반,14:00 ~ 18:00,"토,일","유호달,,이정득,,이상무",2020.12.01 ~ 2020.12.10,미지원,,"80,000"
곰두리탁구클럽,유정화,053-474-9161,대구광역시 남구 대봉로 162 지하 곰두리탁구클럽(이천동),1명,218 ㎡,탁구,"지체, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 평일 야간반,19:00 ~ 21:00,"월,수,금","유호달,,이상무",2020.12.01 ~ 2020.12.10,미지원,,"80,000"
곰두리탁구클럽,유정화,053-474-9161,대구광역시 남구 대봉로 162 지하 곰두리탁구클럽(이천동),1명,218 ㎡,탁구,"지체, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 평일 오후반,14:00 ~ 18:00,"월,화,수,목,금","이정득,,이상무",2020.12.01 ~ 2020.12.10,미지원,,"80,000"
광산구시설관리공단 빛고을국민체육센터,김재석,062-955-9101,광주광역시 광산구 무진대로211번길 28 빛고을국민체육센터(우산동),10명,4708 ㎡,수영,"지체, 시각, 청각/언어, 지적/자폐, 기타",[12월] 수영,14:00 ~ 17:00,"화,목",이종영,2020.11.20 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","80,000"
광산구시설관리공단 빛고을국민체육센터,김재석,062-955-9101,광주광역시 광산구 무진대로211번길 28 빛고을국민체육센터(우산동),10명,4708 ㎡,헬스,"지체, 시각, 청각/언어, 지적/자폐, 기타",[12월] 헬스,14:00 ~ 17:00,"월,화,수,목,금",문일,2020.11.20 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스","80,000"
광주동희체육관,김은희,02-269-7708,광주광역시 북구 문산로 43-7 5층체육관(문흥동),2명,300 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월]  태권도요가 경찰무도 합기도 ,07:00 ~ 10:30,"월,화,수,목,금","김은희,,김은희,,이동선",2020.12.01 ~ 2020.12.10,지원,,"80,000"
광진발달장애인평생교육센터,김창겸,02-455-1221,서울특별시 광진구 아차산로 390 제일빌딩 3-4층(자양동),2명,4311 ㎡,기타종목,지적/자폐,[12월] 뉴스포츠 수업,17:00 ~ 18:30,수,이성진,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
광진발달장애인평생교육센터,김창겸,02-455-1221,서울특별시 광진구 아차산로 390 제일빌딩 3-4층(자양동),2명,4311 ㎡,볼링,"지적/자폐, 기타",[12월] 볼링 수업,17:00 ~ 18:30,월,이성진,2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
괴정 스마트태권도,강창휘,042-535-3292,대전광역시 서구 도솔로 343 2층 스마트태권도(괴정동),3명,191 ㎡,태권도,지체,[12월] 태권도,14:00 ~ 19:30,"월,화,수,목,금",강창휘,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
